"","X.1","longitude","latitude","formatted","X","origintime","magnitude","depth","magnitudetype","Region"
"1549",1549,174.1649628,-41.73196793,"24 Weld Road, Lake Grassmere, New Zealand",37841,"2016-11-13T12:03:55.580Z",5.147072764,5,"M","Upper South"
"1550",1550,174.1652374,-41.86607742,"Needles Point, Marlborough Region, New Zealand",37815,"2016-11-13T12:31:23.345Z",4.554202607,7.252886295,"M","Upper South"
"1551",1551,174.1659088,-41.71812057,"Marlborough, New Zealand",82307,"2017-02-28T09:02:45.188Z",3.752919766,9.029105186,"M","Upper South"
"1552",1552,174.1660004,-41.70239639,"621 Kaparu Road, Blind River, New Zealand",34455,"2016-11-18T09:46:11.897Z",3.500882172,10.79975796,"M","Upper South"
"1553",1553,174.1664124,-41.71723175,"Marlborough, New Zealand",82435,"2017-02-27T08:41:06.603Z",3.637460521,8.869722366,"M","Upper South"
"1554",1554,174.1667023,-41.69453049,"621 Blind River Loop Road, Blind River, New Zealand",35274,"2016-11-16T21:05:00.919Z",4.973329122,11.0755682,"M","Upper South"
"1555",1555,174.1672516,-41.67026901,"Marlborough, New Zealand",35684,"2016-11-16T05:35:38.482Z",3.812152206,9.060582161,"M","Upper South"
"1556",1556,174.1675415,-41.63856506,"Marlborough, New Zealand",70138,"2017-07-12T02:11:25.045Z",3.586367413,7.851102829,"M","Upper South"
"1557",1557,174.1682587,-41.68457031,"Marlborough, New Zealand",30786,"2016-11-26T18:08:51.391Z",3.69591693,9.139285088,"M","Upper South"
"1558",1558,174.1685181,-41.72600174,"Lake Grassmere, New Zealand",43727,"2018-10-27T10:27:37.053Z",3.705478605,7.005777836,"M","Upper South"
"1559",1559,174.1686096,-41.77859879,"Taimate Road, New Zealand",37789,"2016-11-13T13:09:59.242Z",4.050979359,8.631071091,"M","Upper South"
"1560",1560,174.1697998,-41.69828033,"621 Kaparu Road, Blind River, New Zealand",54242,"2018-04-07T23:53:38.586Z",3.784278245,9.121329308,"M","Upper South"
"1561",1561,174.1699371,-41.76489258,"198 Taimate Road, Ward, New Zealand",37728,"2016-11-13T14:28:11.409Z",3.837329846,13.12746143,"M","Upper South"
"1562",1562,174.1708374,-41.68950653,"Marlborough, New Zealand",61397,"2017-12-07T15:43:01.479Z",3.514764562,10.47995949,"M","Upper South"
"1563",1563,174.1718445,-39.52856827,"772 Normanby Road, Okaiawa, Manaia 4612, New Zealand",38618,"2016-10-31T20:35:06.301Z",3.682485321,198.1033173,"M","Taranaki"
"1564",1564,174.1731415,-41.72546005,"Marlborough, New Zealand",43825,"2018-10-26T06:31:54.738Z",4.113156754,8.00701046,"M","Upper South"
"1565",1565,174.1734619,-41.81624222,"301 Ward Beach Road, Ward, New Zealand",31786,"2016-11-23T20:35:38.802Z",3.896277868,7.459966183,"M","Upper South"
"1566",1566,174.1745605,-41.95036697,"Marlborough, New Zealand",36855,"2016-11-14T15:39:18.812Z",3.683811704,5,"M","Upper South"
"1567",1567,174.1769257,-41.69585037,"Marlborough, New Zealand",36529,"2016-11-15T02:03:24.886Z",3.557799323,8.494158745,"M","Upper South"
"1568",1568,174.1778107,-41.61011505,"Marlborough, New Zealand",3689,"2016-06-11T15:57:01.175Z",4.482469633,20.67872238,"M","Upper South"
"1569",1569,174.1779938,-41.73857498,"466 Marfells Beach Road, Lake Grassmere, New Zealand",37790,"2016-11-13T13:05:40.661Z",4.189668429,4.941074848,"M","Upper South"
"1570",1570,174.1780243,-41.78181458,"Marlborough, New Zealand",37629,"2016-11-13T17:19:42.427Z",3.748624008,6.99820137,"M","Upper South"
"1571",1571,174.1782074,-41.6687088,"Marlborough, New Zealand",34577,"2016-11-18T04:08:06.121Z",3.630207629,10.35567856,"M","Upper South"
"1572",1572,174.1789703,-41.69611359,"Marlborough, New Zealand",32090,"2016-11-23T04:10:43.620Z",3.896980004,8.527097702,"M","Upper South"
"1573",1573,174.1794281,-41.69571304,"Marlborough, New Zealand",36145,"2016-11-15T13:52:03.230Z",4.763905394,11.55106449,"M","Upper South"
"1574",1574,174.1804504,-41.77605057,"Marlborough, New Zealand",37576,"2016-11-13T18:34:27.618Z",5.164755511,13.29709339,"M","Upper South"
"1575",1575,174.1805267,-41.69696426,"Marlborough, New Zealand",37622,"2016-11-13T17:35:16.941Z",3.699893942,6.26064682,"M","Upper South"
"1576",1576,174.1812592,-41.72147751,"Marlborough, New Zealand",37830,"2016-11-13T12:14:32.715Z",4.111741623,15.09668636,"M","Upper South"
"1577",1577,174.1816101,-41.68868637,"Marlborough, New Zealand",26403,"2016-12-16T11:26:20.264Z",3.669593578,9.990704536,"M","Upper South"
"1578",1578,174.1826477,-41.69593811,"Marlborough, New Zealand",118476,"2020-02-13T19:16:39.494Z",3.716487155,10.32502651,"M","Upper South"
"1579",1579,174.1830292,-41.90050507,"Marlborough, New Zealand",37702,"2016-11-13T15:10:24.953Z",4.555577836,11.64268017,"M","Upper South"
"1580",1580,174.1830902,-41.70272064,"Marlborough, New Zealand",37473,"2016-11-13T21:26:44.107Z",4.001969324,6.00217104,"M","Upper South"
"1581",1581,174.1833038,-41.69208908,"Marlborough, New Zealand",37319,"2016-11-14T01:42:25.744Z",3.550302322,5.633123398,"M","Upper South"
"1582",1582,174.1834106,-41.74446487,"466 Marfells Beach Road, Lake Grassmere, New Zealand",37129,"2016-11-14T07:20:25.235Z",3.945764509,17.82780457,"M","Upper South"
"1583",1583,174.183609,-41.83883667,"455 Ward Beach Road, Ward 7248, New Zealand",36105,"2016-11-15T15:21:40.011Z",3.748424546,5,"M","Upper South"
"1584",1584,174.1843567,-41.688797,"Marlborough, New Zealand",37780,"2016-11-13T13:20:39.210Z",4.022824207,5,"M","Upper South"
"1585",1585,174.1844482,-41.60588837,"Marlborough, New Zealand",80285,"2017-03-22T12:17:38.090Z",4.089867718,19.7035408,"M","Upper South"
"1586",1586,174.1859131,-41.86572266,"Marlborough, New Zealand",37873,"2016-11-13T11:28:17.129Z",4.139461622,5,"M","Upper South"
"1587",1587,174.1867676,-41.72275543,"Marlborough, New Zealand",37676,"2016-11-13T15:55:02.876Z",3.963140423,11.82580948,"M","Upper South"
"1588",1588,174.1891174,-41.69888306,"Marlborough, New Zealand",70160,"2017-07-11T15:05:28.272Z",4.389827238,10.74147224,"M","Upper South"
"1589",1589,174.1905518,-41.77933121,"Marlborough, New Zealand",23769,"2017-01-03T06:29:21.813Z",3.896126826,5.866678238,"M","Upper South"
"1590",1590,174.1907501,-41.61623001,"Marlborough, New Zealand",23707,"2017-01-03T22:11:07.005Z",3.819403292,20.01181984,"M","Upper South"
"1591",1591,174.1912994,-41.72964096,"700 Marfells Beach Road, Lake Grassmere, New Zealand",37441,"2016-11-13T22:25:36.625Z",3.910211088,7.054621696,"M","Upper South"
"1592",1592,174.1914673,-41.82470322,"Marlborough, New Zealand",37304,"2016-11-14T02:02:49.911Z",3.590221877,6.657408237,"M","Upper South"
"1593",1593,174.1915894,-41.75297546,"Marlborough, New Zealand",37733,"2016-11-13T14:20:04.181Z",4.48534095,7.305602074,"M","Upper South"
"1594",1594,174.1918945,-41.84113312,"Marlborough, New Zealand",35885,"2016-11-15T22:40:41.459Z",3.564811362,10.29898739,"M","Upper South"
"1595",1595,174.1923523,-41.7891922,"Marlborough, New Zealand",37418,"2016-11-13T22:58:15.765Z",3.668105177,7.217419147,"M","Upper South"
"1596",1596,174.1923828,-41.76799393,"Marlborough, New Zealand",52477,"2018-05-12T02:31:40.210Z",4.109037783,12.13901615,"M","Upper South"
"1597",1597,174.1924744,-41.79870224,"Marlborough, New Zealand",27057,"2016-12-12T05:14:21.003Z",4.721188262,15.58651829,"M","Upper South"
"1598",1598,174.1925507,-41.78017044,"Marlborough, New Zealand",37375,"2016-11-14T00:03:18.635Z",3.828053344,9.329057693,"M","Upper South"
"1599",1599,174.1934052,-41.74066925,"466 Marfells Beach Road, Lake Grassmere, New Zealand",37513,"2016-11-13T20:17:20.384Z",3.71340744,15.98139095,"M","Upper South"
"1600",1600,174.193573,-41.70092392,"Marlborough, New Zealand",36206,"2016-11-15T12:12:05.939Z",4.04307936,10.24896908,"M","Upper South"
"1601",1601,174.193634,-41.71962738,"700 Marfells Beach Road, Lake Grassmere, New Zealand",37681,"2016-11-13T15:46:38.092Z",3.752279268,13.64400387,"M","Upper South"
"1602",1602,174.1947632,-41.7455368,"466 Marfells Beach Road, Lake Grassmere, New Zealand",30625,"2016-11-27T09:06:04.494Z",3.778894148,15.81293488,"M","Upper South"
"1603",1603,174.1951904,-41.71202469,"Marlborough, New Zealand",37482,"2016-11-13T21:12:28.381Z",3.743918102,4.640293121,"M","Upper South"
"1604",1604,174.1952362,-41.87778091,"Marlborough, New Zealand",34912,"2016-11-17T12:58:51.503Z",3.559600478,9.586293221,"M","Upper South"
"1605",1605,174.1953278,-41.77524567,"Marlborough, New Zealand",37510,"2016-11-13T20:24:42.491Z",3.511403143,6.7716465,"M","Upper South"
"1606",1606,174.1963348,-41.68676376,"Marlborough, New Zealand",35937,"2016-11-15T20:58:06.487Z",3.701127066,8.165913582,"M","Upper South"
"1607",1607,174.1963654,-41.80303192,"Marlborough, New Zealand",32342,"2016-11-22T14:04:07.279Z",3.801640249,7.598086357,"M","Upper South"
"1608",1608,174.1976776,-41.71623611,"Marlborough, New Zealand",35976,"2016-11-15T19:39:20.027Z",3.684700601,7.761245251,"M","Upper South"
"1609",1609,174.1977386,-41.7633667,"Marlborough, New Zealand",81325,"2017-03-10T05:25:57.185Z",4.146461907,11.90555382,"M","Upper South"
"1610",1610,174.1980896,-41.68528366,"Marlborough, New Zealand",37855,"2016-11-13T11:47:03.845Z",4.228200397,8.601322174,"M","Upper South"
"1611",1611,174.2016602,-41.74907684,"Cape Campbell Road, Lake Grassmere, New Zealand",37865,"2016-11-13T11:35:42.293Z",5.010202647,8.46213913,"M","Upper South"
"1612",1612,174.2024078,-41.94383621,"Marlborough, New Zealand",37794,"2016-11-13T12:58:30.459Z",4.011556623,5,"M","Upper South"
"1613",1613,174.2026367,-41.8155899,"Marlborough, New Zealand",26058,"2016-12-18T11:39:53.283Z",4.027850897,8.607535362,"M","Upper South"
"1614",1614,174.2026672,-41.81515884,"Marlborough, New Zealand",37738,"2016-11-13T14:12:29.127Z",4.515065929,4.60449028,"M","Upper South"
"1615",1615,174.202713,-41.92911148,"Marlborough, New Zealand",27416,"2016-12-09T21:37:38.192Z",3.995093386,6.277582169,"M","Upper South"
"1616",1616,174.2029114,-41.70235062,"Marlborough, New Zealand",37517,"2016-11-13T20:08:05.344Z",3.654322637,21.23266411,"M","Upper South"
"1617",1617,174.2032166,-41.69182205,"Marlborough, New Zealand",37701,"2016-11-13T15:13:34.887Z",4.077550318,7.141621113,"M","Upper South"
"1618",1618,174.2039948,-41.67546082,"Marlborough, New Zealand",36501,"2016-11-15T02:46:51.108Z",3.566752539,5,"M","Upper South"
"1619",1619,174.204071,-41.79840088,"Marlborough, New Zealand",36818,"2016-11-14T17:01:52.343Z",3.866950189,9.418174744,"M","Upper South"
"1620",1620,174.2041779,-41.72702026,"700 Marfells Beach Road, Lake Grassmere, New Zealand",53200,"2018-04-28T19:49:08.042Z",3.652534178,13.6878891,"M","Upper South"
"1621",1621,174.2047119,-41.60783005,"Marlborough, New Zealand",30476,"2016-11-27T21:39:29.543Z",3.52015962,19.63157082,"M","Upper South"
"1622",1622,174.2047424,-41.7723465,"Marlborough, New Zealand",37675,"2016-11-13T15:58:01.843Z",4.514224943,5.848392487,"M","Upper South"
"1623",1623,174.2064667,-41.66959763,"Marlborough, New Zealand",37826,"2016-11-13T12:19:10.028Z",3.837852419,9.420630455,"M","Upper South"
"1624",1624,174.2064667,-41.68255615,"Marlborough, New Zealand",78105,"2017-04-06T09:42:49.908Z",4.916799979,8.76951313,"M","Upper South"
"1625",1625,174.2065125,-41.68147278,"Marlborough, New Zealand",36552,"2016-11-15T01:36:35.303Z",4.063238555,5,"M","Upper South"
"1626",1626,174.2066498,-41.80035782,"Marlborough, New Zealand",37680,"2016-11-13T15:51:58.211Z",3.783517967,5.768587112,"M","Upper South"
"1627",1627,174.207077,-41.77403641,"Marlborough, New Zealand",31041,"2016-11-25T21:26:50.561Z",3.828962792,14.88175678,"M","Upper South"
"1628",1628,174.2081451,-41.72958755,"700 Marfells Beach Road, Lake Grassmere, New Zealand",37552,"2016-11-13T19:12:40.479Z",4.197691069,7.405604362,"M","Upper South"
"1629",1629,174.2082214,-41.78065491,"Marlborough, New Zealand",37227,"2016-11-14T04:15:53.059Z",3.941967214,12.65121269,"M","Upper South"
"1630",1630,174.2086182,-41.6955719,"Marlborough, New Zealand",78100,"2017-04-06T12:01:29.147Z",3.568668944,9.957962036,"M","Upper South"
"1631",1631,174.2087555,-41.76478195,"Cape Campbell Road, New Zealand",37748,"2016-11-13T14:03:41.133Z",3.9735962,9.17606163,"M","Upper South"
"1632",1632,174.2089386,-41.7085495,"Marlborough, New Zealand",37573,"2016-11-13T18:40:29.665Z",3.872972506,14.98445511,"M","Upper South"
"1633",1633,174.2092743,-41.68487167,"Marlborough, New Zealand",34999,"2016-11-17T09:24:44.874Z",3.847191493,6.199326038,"M","Upper South"
"1634",1634,174.2095007,-41.79528796,"Marlborough, New Zealand",24603,"2016-12-28T09:03:16.342Z",4.136148792,12.734375,"M","Upper South"
"1635",1635,174.2098846,-41.79285431,"Marlborough, New Zealand",37495,"2016-11-13T20:48:25.495Z",4.514839061,13.59117603,"M","Upper South"
"1636",1636,174.2100677,-41.70200348,"Marlborough, New Zealand",37671,"2016-11-13T16:11:00.030Z",3.777234166,7.27285099,"M","Upper South"
"1637",1637,174.2102814,-41.81458282,"Marlborough, New Zealand",37867,"2016-11-13T11:33:49.041Z",5.45523004,5.496979237,"M","Upper South"
"1638",1638,174.2102966,-41.70567322,"Marlborough, New Zealand",60286,"2017-12-26T11:40:50.852Z",3.917473623,8.155899048,"M","Upper South"
"1639",1639,174.2105408,-41.63116455,"Marlborough, New Zealand",80886,"2017-03-15T11:25:14.472Z",3.880776586,23.07095528,"M","Upper South"
"1640",1640,174.2106323,-41.70806885,"Marlborough, New Zealand",37696,"2016-11-13T15:22:39.192Z",3.88548993,14.33529282,"M","Upper South"
"1641",1641,174.2111511,-41.66667938,"Marlborough, New Zealand",37106,"2016-11-14T08:04:11.575Z",3.618072191,6.55745697,"M","Upper South"
"1642",1642,174.2113647,-41.76298904,"Cape Campbell Road, New Zealand",37803,"2016-11-13T12:45:43.381Z",4.596886409,5,"M","Upper South"
"1643",1643,174.2120209,-41.73941422,"Marlborough, New Zealand",37460,"2016-11-13T21:47:23.841Z",3.610200254,8.869972229,"M","Upper South"
"1644",1644,174.212738,-41.67787933,"Marlborough, New Zealand",37648,"2016-11-13T16:50:31.891Z",3.545132171,5,"M","Upper South"
"1645",1645,174.2134668,-41.6235695,"Marlborough, New Zealand",42395,"2016-09-06T04:39:58.108Z",3.555404788,27.265625,"M","Upper South"
"1646",1646,174.2134857,-41.66637802,"Marlborough, New Zealand",37399,"2016-11-13T23:32:20.387Z",3.682535578,7.277005196,"M","Upper South"
"1647",1647,174.2142639,-41.77006531,"Marlborough, New Zealand",36998,"2016-11-14T11:22:36.522Z",3.962332076,13.23443699,"M","Upper South"
"1648",1648,174.2147522,-41.7623024,"508 Cape Campbell Road, Lake Grassmere, New Zealand",52298,"2018-05-15T00:44:11.539Z",4.0782966,9.006388664,"M","Upper South"
"1649",1649,174.2148132,-41.71040726,"Marlborough, New Zealand",26881,"2016-12-13T05:52:10.532Z",3.596938631,12.01498222,"M","Upper South"
"1650",1650,174.2148895,-41.70039749,"Marlborough, New Zealand",37522,"2016-11-13T20:03:10.903Z",4.002387075,9.126218796,"M","Upper South"
"1651",1651,174.2154694,-40.63686371,"Marlborough, New Zealand",14549,"2015-12-04T18:50:46.220Z",4.530793638,50.25624847,"M","Upper South"
"1652",1652,174.2161407,-41.78703308,"Marlborough, New Zealand",34023,"2016-11-19T02:28:54.224Z",3.659813924,13.87044716,"M","Upper South"
"1653",1653,174.2161407,-41.81160355,"Marlborough, New Zealand",30868,"2016-11-26T11:08:58.145Z",3.648689456,4.752194881,"M","Upper South"
"1654",1654,174.2163849,-41.68588257,"Marlborough, New Zealand",34947,"2016-11-17T11:24:27.292Z",3.738891537,10.21368027,"M","Upper South"
"1655",1655,174.2166595,-41.68173599,"Marlborough, New Zealand",37776,"2016-11-13T13:27:17.591Z",4.357351971,13.04690933,"M","Upper South"
"1656",1656,174.2169342,-41.68177795,"Marlborough, New Zealand",36554,"2016-11-15T01:34:45.265Z",5.817842039,5.816515923,"M","Upper South"
"1657",1657,174.2169647,-41.7834549,"Marlborough, New Zealand",37755,"2016-11-13T13:58:08.341Z",3.979479827,12.33386326,"M","Upper South"
"1658",1658,174.2187195,-41.68728638,"Marlborough, New Zealand",37528,"2016-11-13T19:52:40.486Z",3.528162463,12.38970375,"M","Upper South"
"1659",1659,174.2196279,-41.60289692,"Marlborough, New Zealand",12928,"2016-01-04T20:04:57.682Z",3.903287475,28.90625,"M","Upper South"
"1660",1660,174.2201385,-41.68409729,"Marlborough, New Zealand",36542,"2016-11-15T01:47:53.905Z",4.496065056,8.526032448,"M","Upper South"
"1661",1661,174.2203217,-41.69963837,"Marlborough, New Zealand",28643,"2016-12-04T10:07:57.954Z",3.793797683,8.690997124,"M","Upper South"
"1662",1662,174.2219391,-41.7538414,"505 Cape Campbell Road, Lake Grassmere, New Zealand",37325,"2016-11-14T01:35:49.872Z",3.770692086,6.607935905,"M","Upper South"
"1663",1663,174.2226105,-41.82036972,"Marlborough, New Zealand",140622,"2021-01-22T10:18:20.912Z",3.564502818,15.02034187,"M","Upper South"
"1664",1664,174.2226105,-41.82036972,"Marlborough, New Zealand",161661,"2021-01-22T10:18:20.912Z",3.564502818,15.02034187,"M","Upper South"
"1665",1665,174.2232056,-39.49477005,"349 Hastings Road, Okaiawa, Matapu, New Zealand",80015,"2017-03-25T13:49:44.954Z",3.951810764,203.8977814,"M","Taranaki"
"1666",1666,174.2243652,-41.77005768,"Marlborough, New Zealand",37142,"2016-11-14T06:55:49.947Z",3.986307725,8.311034203,"M","Upper South"
"1667",1667,174.2245789,-41.77591705,"Marlborough, New Zealand",37697,"2016-11-13T15:21:32.178Z",4.05203405,13.81511497,"M","Upper South"
"1668",1668,174.2250366,-39.5025177,"224 Hastings Road, Okaiawa, New Zealand",92548,"2019-06-05T04:26:40.595Z",3.778048731,241.3808441,"M","Taranaki"
"1669",1669,174.2252197,-41.79460907,"Marlborough, New Zealand",37403,"2016-11-13T23:27:21.862Z",3.66551074,6.28740406,"M","Upper South"
"1670",1670,174.2252502,-41.82071686,"Marlborough, New Zealand",32911,"2016-11-21T09:57:28.192Z",4.068404673,5.312604427,"M","Upper South"
"1671",1671,174.225708,-41.68119431,"Marlborough, New Zealand",36538,"2016-11-15T01:55:19.079Z",3.505184472,6.225874424,"M","Upper South"
"1672",1672,174.2257843,-41.68209839,"Marlborough, New Zealand",34894,"2016-11-17T13:42:45.019Z",3.538993432,8.557059288,"M","Upper South"
"1673",1673,174.2258911,-41.82397461,"Marlborough, New Zealand",34437,"2016-11-18T10:23:02.182Z",3.832415879,6.68464613,"M","Upper South"
"1674",1674,174.2272034,-41.71114731,"Marlborough, New Zealand",76282,"2017-04-26T08:20:49.853Z",4.09705138,5,"M","Upper South"
"1675",1675,174.2275848,-41.76063156,"508 Cape Campbell Road, Lake Grassmere, New Zealand",34645,"2016-11-18T00:56:12.863Z",3.612258867,9.956073761,"M","Upper South"
"1676",1676,174.2276306,-41.79721832,"Marlborough, New Zealand",37620,"2016-11-13T17:36:56.210Z",3.903678066,6.34017992,"M","Upper South"
"1677",1677,174.2277222,-41.89123917,"Marlborough, New Zealand",34934,"2016-11-17T11:52:56.721Z",3.567432257,6.970570087,"M","Upper South"
"1678",1678,174.2280884,-41.68297958,"Marlborough, New Zealand",35966,"2016-11-15T20:03:44.649Z",3.904181188,9.434430122,"M","Upper South"
"1679",1679,174.2285614,-41.70093918,"Marlborough, New Zealand",37345,"2016-11-14T00:59:00.908Z",4.340158707,9.520296097,"M","Upper South"
"1680",1680,174.2289429,-41.74390411,"Marlborough, New Zealand",36575,"2016-11-15T00:59:19.005Z",3.6226761,8.534899712,"M","Upper South"
"1681",1681,174.2294006,-41.72062302,"Mussel Point, Marlborough Region, New Zealand",36110,"2016-11-15T15:08:04.698Z",3.700745751,10.00828266,"M","Upper South"
"1682",1682,174.2295227,-41.74523544,"Marlborough, New Zealand",37180,"2016-11-14T05:46:01.947Z",3.879065616,14.52792549,"M","Upper South"
"1683",1683,174.2297668,-41.73358154,"Marlborough, New Zealand",126760,"2021-08-07T14:33:00.820Z",3.555337559,10.07718277,"MLv","Upper South"
"1684",1684,174.2297668,-41.73358154,"Marlborough, New Zealand",147799,"2021-08-07T14:33:00.820Z",3.555337559,10.07718277,"MLv","Upper South"
"1685",1685,174.2298584,-41.686306,"Marlborough, New Zealand",37857,"2016-11-13T11:45:25.993Z",4.441806642,11.64010715,"M","Upper South"
"1686",1686,174.2304993,-41.67430878,"Marlborough, New Zealand",36953,"2016-11-14T12:45:04.642Z",3.575360536,5,"M","Upper South"
"1687",1687,174.2312012,-41.79732513,"Marlborough, New Zealand",37878,"2016-11-13T11:21:59.701Z",4.575887664,10.15599918,"M","Upper South"
"1688",1688,174.2316132,-41.76299286,"Marlborough, New Zealand",25295,"2016-12-23T16:53:37.000Z",3.696793135,7.61942482,"M","Upper South"
"1689",1689,174.2319946,-41.68852615,"Marlborough, New Zealand",35244,"2016-11-16T22:18:06.590Z",3.815601533,9.231194496,"M","Upper South"
"1690",1690,174.232132,-41.69810486,"Marlborough, New Zealand",37284,"2016-11-14T02:34:40.888Z",3.542103809,7.449274063,"M","Upper South"
"1691",1691,174.2323914,-41.93925476,"Marlborough, New Zealand",37833,"2016-11-13T12:11:45.849Z",4.38780776,5,"M","Upper South"
"1692",1692,174.2325134,-41.77952194,"Marlborough, New Zealand",52476,"2018-05-12T02:33:08.403Z",3.905952985,6.368047237,"M","Upper South"
"1693",1693,174.2325287,-41.71793365,"Marlborough, New Zealand",36819,"2016-11-14T16:57:12.748Z",3.765610489,11.38484573,"M","Upper South"
"1694",1694,174.2327423,-41.6963501,"Marlborough, New Zealand",36553,"2016-11-15T01:36:11.508Z",3.961300512,5.116174698,"M","Upper South"
"1695",1695,174.2327576,-41.68877792,"Marlborough, New Zealand",34541,"2016-11-18T06:02:34.463Z",3.655363761,5,"M","Upper South"
"1696",1696,174.2328339,-41.7090683,"Marlborough, New Zealand",22407,"2017-01-15T03:24:11.700Z",3.95016814,6.336580753,"M","Upper South"
"1697",1697,174.2331848,-41.70586014,"Marlborough, New Zealand",36400,"2016-11-15T06:09:35.958Z",4.366682673,11.11373329,"M","Upper South"
"1698",1698,174.2335358,-41.8275528,"Marlborough, New Zealand",52483,"2018-05-12T01:50:45.626Z",3.81986383,10.70145988,"M","Upper South"
"1699",1699,174.2338867,-41.79623795,"Marlborough, New Zealand",37779,"2016-11-13T13:21:11.086Z",5.804140771,5,"M","Upper South"
"1700",1700,174.233963,-41.66999435,"Marlborough, New Zealand",36550,"2016-11-15T01:39:13.299Z",3.572629182,6.454857349,"M","Upper South"
"1701",1701,174.234375,-41.81700516,"Marlborough, New Zealand",37590,"2016-11-13T18:18:03.217Z",4.330839603,5,"M","Upper South"
"1702",1702,174.2345886,-41.67195892,"Marlborough, New Zealand",37123,"2016-11-14T07:34:32.175Z",4.435780027,5,"M","Upper South"
"1703",1703,174.2349091,-41.69097137,"Marlborough, New Zealand",36499,"2016-11-15T02:48:49.783Z",3.616545191,5,"M","Upper South"
"1704",1704,174.2350159,-41.78993225,"Marlborough, New Zealand",37692,"2016-11-13T15:33:04.701Z",5.525672,7.179207325,"M","Upper South"
"1705",1705,174.2352142,-41.72706604,"Cape Campbell track (low tide access only), New Zealand",37853,"2016-11-13T11:49:02.185Z",4.638221943,13.87615395,"M","Upper South"
"1706",1706,174.235672,-41.69029999,"Marlborough, New Zealand",28747,"2016-12-04T03:15:47.108Z",5.515423232,10.65642548,"M","Upper South"
"1707",1707,174.2360229,-41.63088608,"Marlborough, New Zealand",143191,"2020-12-05T00:34:30.004Z",3.580404139,9.342752457,"MLv","Upper South"
"1708",1708,174.2360229,-41.63088608,"Marlborough, New Zealand",164230,"2020-12-05T00:34:30.004Z",3.580404139,9.342752457,"MLv","Upper South"
"1709",1709,174.2362366,-41.68547821,"Marlborough, New Zealand",34514,"2016-11-18T07:09:44.563Z",3.825301179,5,"M","Upper South"
"1710",1710,174.2367554,-41.66336441,"Marlborough, New Zealand",37415,"2016-11-13T23:04:16.797Z",3.924846499,5,"M","Upper South"
"1711",1711,174.23703,-41.68815994,"Marlborough, New Zealand",36503,"2016-11-15T02:43:58.289Z",3.864349709,6.289506435,"M","Upper South"
"1712",1712,174.2371979,-41.77415466,"Marlborough, New Zealand",30761,"2016-11-26T20:33:28.681Z",4.177563065,11.96108341,"M","Upper South"
"1713",1713,174.2378998,-41.66123962,"Marlborough, New Zealand",114918,"2020-04-19T15:35:38.821Z",3.624668806,12.16543198,"M","Upper South"
"1714",1714,174.2380524,-41.66401291,"Marlborough, New Zealand",33055,"2016-11-21T02:47:09.826Z",4.107304903,10.77856255,"M","Upper South"
"1715",1715,174.2383575,-41.68963242,"Marlborough, New Zealand",36905,"2016-11-14T14:08:03.961Z",3.528063723,4.666427135,"M","Upper South"
"1716",1716,174.2390137,-41.75837708,"Canterbury Gully, Lake Grassmere, Marlborough District, New Zealand",28026,"2016-12-06T20:40:46.880Z",4.466508235,9.399833679,"M","Upper South"
"1717",1717,174.2401886,-41.79700089,"Marlborough, New Zealand",36455,"2016-11-15T04:04:43.334Z",4.297778929,11.07157421,"M","Upper South"
"1718",1718,174.2406158,-41.79194641,"Marlborough, New Zealand",36164,"2016-11-15T13:15:18.652Z",3.605515177,9.342727661,"M","Upper South"
"1719",1719,174.240921,-41.72628403,"Cape Campbell track (low tide access only), New Zealand",37689,"2016-11-13T15:38:19.197Z",4.780205835,8.787731171,"M","Upper South"
"1720",1720,174.2409973,-41.63564301,"Marlborough, New Zealand",37795,"2016-11-13T12:57:53.346Z",3.745814854,5,"M","Upper South"
"1721",1721,174.241333,-41.69979477,"Marlborough, New Zealand",37434,"2016-11-13T22:34:49.383Z",4.056233841,7.846745014,"M","Upper South"
"1722",1722,174.2415466,-41.73895645,"Marlborough, New Zealand",30210,"2016-11-28T18:57:21.525Z",3.894998885,9.767997742,"M","Upper South"
"1723",1723,174.2419434,-41.65431595,"Marlborough, New Zealand",33641,"2016-11-19T19:47:01.166Z",3.798155286,8.910269737,"M","Upper South"
"1724",1724,174.2420502,-41.71860886,"Marlborough, New Zealand",36992,"2016-11-14T11:34:43.173Z",3.69738724,8.807025909,"M","Upper South"
"1725",1725,174.2425385,-41.71522903,"Marlborough, New Zealand",36930,"2016-11-14T13:26:11.499Z",4.292119026,16.05687714,"M","Upper South"
"1726",1726,174.2431641,-41.74956131,"Lighthouse Road (no public access), New Zealand",30963,"2016-11-26T04:38:27.391Z",3.681653709,8.184418678,"M","Upper South"
"1727",1727,174.2435455,-41.68216705,"Marlborough, New Zealand",37249,"2016-11-14T03:34:16.949Z",3.638554402,6.733399391,"M","Upper South"
"1728",1728,174.2437286,-41.68377686,"Marlborough, New Zealand",34739,"2016-11-17T20:48:53.181Z",3.587460511,8.850990295,"M","Upper South"
"1729",1729,174.2438965,-41.7093811,"Marlborough, New Zealand",37531,"2016-11-13T19:48:08.166Z",3.69973805,9.949572563,"M","Upper South"
"1730",1730,174.2442017,-41.78318405,"Marlborough, New Zealand",37416,"2016-11-13T23:00:04.403Z",3.852004623,14.54830837,"M","Upper South"
